,perid,tournament_perid,datetime,fmt,box,forfeit,loser,loser_score,winner,winner_score,date
1602,esports:match:24e785b5-d4bd-4b03-b873-a268ab936b79,esports:tournament:3fdf2be1-0746-4a21-8b11-b8e92cd51a56,2021-05-17 13:45:00+00:00,bestof,3,False,Sangal Esports,0.0,Budapest Five,2.0,2021-05-17
1603,esports:match:4e2a795c-0234-4412-ac5d-e0af6f8f2dd7,esports:tournament:3fdf2be1-0746-4a21-8b11-b8e92cd51a56,2021-05-17 10:00:00+00:00,bestof,3,False,Nexus Gaming,1.0,Sangal Esports,2.0,2021-05-17
1497,esports:match:e5eef42d-91a0-43b6-a460-3040e8003355,esports:tournament:6a67c334-71f6-4554-9065-85bdb71739d9,2021-05-18 20:00:00+00:00,bestof,1,False,Akuma,0.0,mYinsanity,1.0,2021-05-18
8591,esports:match:07c05a62-b0a7-4bda-a28b-f454b5020d72,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-18 10:00:00+00:00,bestof,3,0,BBBMBCBS,0.0,Dire Wolves,2.0,2021-05-18
8594,esports:match:3cccfe87-d178-4f1f-9f35-db324e99042b,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-18 10:00:00+00:00,bestof,3,0,Dynasty ESC,0.0,Chiefs Esports Club,2.0,2021-05-18
8593,esports:match:b03d6e2c-c31c-4f3b-a499-4ab03db48dc8,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-18 10:00:00+00:00,bestof,3,0,Animal Squad,0.0,Renegades,2.0,2021-05-18
8592,esports:match:60978b30-0281-458b-b3ba-8aecd037864e,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-18 10:00:00+00:00,bestof,3,0,WC,0.0,Rooster,2.0,2021-05-18
8590,esports:match:955b1d51-a8e7-4b2f-a55e-83145aaf221d,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-18 10:00:00+00:00,bestof,3,0,Alke,1.0,Riot Gaming,2.0,2021-05-18
8595,esports:match:f8a36c5d-7ced-4c63-96ff-fd935b0b7e5e,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-18 10:07:33+00:00,bestof,3,0,Bandits ESC,0.0,HOGCALLIN CONTEST CHAMPS,2.0,2021-05-18
1719,esports:match:91db648b-5839-404a-a713-c07700e550d2,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 10:00:00+00:00,bestof,3,0,Sangal Esports,0.0,1win,2.0,2021-05-18
1717,esports:match:9d710f92-3aa4-4dd4-a437-fd39eaed2a50,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 13:00:00+00:00,bestof,3,0,Team Gamerlegion,1.0,NASR Esports,2.0,2021-05-18
1635,esports:match:7041b34f-6371-4e71-b829-7352fb08d267,esports:tournament:b076d089-8657-4d60-abf2-6d00e0c989a6,2021-05-18 00:30:00+00:00,bestof,3,0,RBG Esports,0.0,Team oNe,2.0,2021-05-18
1720,esports:match:f1c48efc-eb9b-4c9f-9cd8-d6a7122476cf,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 13:00:00+00:00,bestof,3,0,Ecstatic,0.0,Wisla Krakow,2.0,2021-05-18
1721,esports:match:6150527b-619d-4f88-b18e-c94d579a631d,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 16:35:00+00:00,bestof,3,False,hREDS,1.0,Kova Esports,2.0,2021-05-18
1722,esports:match:a2875b9d-9e6f-461e-9ace-f21ddeff6fc8,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 16:00:00+00:00,bestof,3,0,Izako Boars,0.0,Team Fiend,2.0,2021-05-18
1807,esports:match:9fb3ea2b-f26c-40ee-917f-d5d51e16c491,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-18 14:00:00+00:00,bestof,3,0,Grond,0.0,Marlian Esports,2.0,2021-05-18
1811,esports:match:cc1219b4-284a-446d-9270-7062fc5bb004,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-18 12:15:00+00:00,bestof,3,False,100PingGods,0.0,IN.GAME,2.0,2021-05-18
1444,esports:match:51d15d51-3580-47c5-9ca0-9d2784844311,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-18 17:00:00+00:00,bestof,3,0,Berlin International Gaming,1.0,SAW,2.0,2021-05-18
1716,esports:match:c69c9c19-139c-4cb9-bd3c-6c137f410cdc,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 07:00:00+00:00,bestof,3,0,Ambush Esport,1.0,Offset Esports,2.0,2021-05-18
1714,esports:match:dfd38f9c-bf1d-4712-bb5f-0a9c0f44fdde,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 07:00:00+00:00,bestof,3,0,Caronte Gaming,0.0,Gorillazzz,2.0,2021-05-18
1451,esports:match:44914d08-b6c6-4802-aefe-65aff2470e23,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-18 17:00:00+00:00,bestof,3,False,Movistar Riders,1.0,Sinners Esports,2.0,2021-05-18
1452,esports:match:b2790462-71ca-41ec-bfde-add27ceae369,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-18 17:00:00+00:00,bestof,3,0,Endpoint,0.0,AGO,2.0,2021-05-18
1455,esports:match:2be2ab3c-a984-42b6-b700-b637f8716707,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-18 17:00:00+00:00,bestof,3,0,Team Gamerlegion,0.0,Sangal Esports,2.0,2021-05-18
1484,esports:match:c0a1f694-d540-48d8-8362-848a90f28371,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-18 17:00:00+00:00,bestof,3,0,Nemiga Gaming,0.0,K23,2.0,2021-05-18
1485,esports:match:bfaefcd2-4e79-4d07-bf07-103d21116f1c,esports:tournament:6a67c334-71f6-4554-9065-85bdb71739d9,2021-05-18 17:00:00+00:00,bestof,1,0,eClub Brugge,0.0,The Dice,1.0,2021-05-18
1493,esports:match:e867aa04-da1f-4e15-bbe1-32aec367f0f3,esports:tournament:6a67c334-71f6-4554-9065-85bdb71739d9,2021-05-18 18:00:00+00:00,bestof,1,0,Game Agents,0.0,Ambush Esport,1.0,2021-05-18
1495,esports:match:cdafec7b-25b6-46de-b13b-36dbfaeb53d7,esports:tournament:6a67c334-71f6-4554-9065-85bdb71739d9,2021-05-18 19:00:00+00:00,bestof,1,False,Clutch Rayn Esport,0.0,Grond,1.0,2021-05-18
1496,esports:match:29bb92a9-de00-478c-9daf-c8f5136c5cf7,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-18 19:00:00+00:00,bestof,3,0,Anonymo Esports,1.0,Ninjas in Pyjamas,2.0,2021-05-18
1499,esports:match:6982faac-9c3b-4e70-ac93-fc0fe26549ef,esports:tournament:b076d089-8657-4d60-abf2-6d00e0c989a6,2021-05-18 21:30:00+00:00,bestof,3,0,Godsent,1.0,Bad News Bears,2.0,2021-05-18
1718,esports:match:2eb60f67-5bfc-4649-9685-209e614db0ad,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-18 10:00:00+00:00,bestof,3,0,Galaxy Racer Esports,0.0,100PingGods,2.0,2021-05-18
1445,esports:match:d576ce54-705f-4f1e-a25d-2c55b16e08f7,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-18 17:00:00+00:00,bestof,3,False,LDLC OL,0.0,Wisla Krakow,2.0,2021-05-18
1501,esports:match:613ed63b-e951-40e3-89b6-30bc5f3e8cfc,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-19 01:00:00+00:00,bestof,3,True,SapphireKelownaDotCom,0.0,ChocoCheck Gaming,2.0,2021-05-19
1432,esports:match:9316ad91-f106-484b-8296-f5c6e043c91b,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-19 10:00:00+00:00,bestof,3,0,Rooster,0.0,Paradox Gaming,2.0,2021-05-19
1476,esports:match:1e7c2360-9029-48f0-94e5-d6a4e48f389d,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-19 01:00:00+00:00,bestof,3,False,QcClan,0.0,Recon 5,2.0,2021-05-19
1478,esports:match:3afa835f-fd6b-4966-a51e-fe0fd1e30282,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-19 01:00:00+00:00,bestof,3,False,RBG Esports,0.0,Third Impact,2.0,2021-05-19
1481,esports:match:fa7da26e-8b09-4307-91e7-902325a43359,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-19 01:00:00+00:00,bestof,3,False,Mythic Reborn,1.0,Team Veloz,2.0,2021-05-19
1530,esports:match:8e42205f-65e1-4e2b-a2cf-533fc175e3a6,esports:tournament:1f7b5a28-dd2e-4ce8-abcd-150515faa34c,2021-05-19 17:00:00+00:00,bestof,1,False,4Elements Esports,0.0,Zaran's Jeans,1.0,2021-05-19
1531,esports:match:7dd99dfb-542e-4e32-84ff-dd5674e1c0b3,esports:tournament:1f7b5a28-dd2e-4ce8-abcd-150515faa34c,2021-05-19 18:00:00+00:00,bestof,1,False,mCon esports,0.0,Team Unique,1.0,2021-05-19
1711,esports:match:e59e6d74-d4a0-4c61-a7f1-eae5ecd5fb70,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 13:00:00+00:00,bestof,3,0,Gorillazzz,1.0,Sangal Esports,2.0,2021-05-19
1532,esports:match:4a515a79-a217-4eea-b914-4d1f5c8ea358,esports:tournament:1f7b5a28-dd2e-4ce8-abcd-150515faa34c,2021-05-19 19:00:00+00:00,bestof,1,False,Exalty,0.0,Lowlandlions,1.0,2021-05-19
1475,esports:match:785980c5-4831-4e2f-9721-befc3b6a8ec2,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-19 01:00:00+00:00,bestof,3,0,CENSRD,0.0,Party Astronauts,2.0,2021-05-19
1712,esports:match:08285c87-0dec-4863-b07e-3508d34c06fe,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 10:00:00+00:00,bestof,3,0,Offset Esports,1.0,Kova Esports,2.0,2021-05-19
1715,esports:match:1699016e-95f9-469e-890a-520d090f7de5,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 16:00:00+00:00,bestof,3,False,NASR Esports,1.0,Team Fiend,2.0,2021-05-19
1723,esports:match:d4203f64-6487-4619-878a-e63719e7c89d,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 07:00:00+00:00,bestof,3,0,Iberian Family,0.0,Galaxy Racer Esports,2.0,2021-05-19
1724,esports:match:ae82b187-6e14-4d34-888a-19c94f89bcde,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 07:00:00+00:00,bestof,3,0,hREDS,0.0,Ambush Esport,2.0,2021-05-19
1725,esports:match:2fc6f65c-a477-447d-8481-955dacaedaa4,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 10:00:00+00:00,bestof,3,0,Izako Boars,0.0,Team Gamerlegion,2.0,2021-05-19
1581,esports:match:2531ea89-fced-41d0-8107-4e29ef74e1dc,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-19 13:00:00+00:00,bestof,3,0,HYENAS,1.0,Anonymo Esports,2.0,2021-05-19
1763,esports:match:3baa2607-0a88-483c-8354-cb2a872d6cb5,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-19 15:50:00+00:00,bestof,3,False,Budapest Five,1.0,Apeks,2.0,2021-05-19
1762,esports:match:496616e3-f739-4b43-af14-e04b0acd89af,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-19 19:50:00+00:00,bestof,3,False,AGO,0.0,SKADE,2.0,2021-05-19
1713,esports:match:1fd8bfc3-87f3-4f57-9b5c-ea95fd792a42,esports:tournament:d3316dc0-448f-4fc4-8abb-7e6ee53f7ffb,2021-05-19 16:00:00+00:00,bestof,3,0,Wisla Krakow,0.0,1win,2.0,2021-05-19
1773,esports:match:57fb8c3c-0129-41c9-8941-5a8e09cddc64,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-19 11:55:00+00:00,bestof,3,0,Tricked eSport,1.0,Copenhagen Flames,2.0,2021-05-19
8633,esports:match:a349228c-61da-41c6-9b0b-351b341ea9cf,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-19 08:00:00+00:00,bestof,3,0,Gorillazzz,1.0,LDLC OL,2.0,2021-05-19
1781,esports:match:6444acd3-862e-465e-a810-3a0ba07d93ea,esports:tournament:1f7b5a28-dd2e-4ce8-abcd-150515faa34c,2021-05-19 20:00:00+00:00,bestof,1,False,FULLSHOCK,0.0,UMX,1.0,2021-05-19
1791,esports:match:508141e8-9150-4438-946a-1313d6255b85,esports:tournament:6a67c334-71f6-4554-9065-85bdb71739d9,2021-05-19 20:00:00+00:00,bestof,3,False,mYinsanity,0.0,Grond,1.0,2021-05-19
1439,esports:match:e5c203c9-ba11-482a-976b-581fbdb55f16,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-19 10:00:00+00:00,bestof,3,0,Bandits ESC,1.0,Team Skyfire,2.0,2021-05-19
1435,esports:match:b27b184c-ab38-46cf-bcdb-8f14a4143216,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-19 10:00:00+00:00,bestof,3,0,Animal Squad,0.0,Dire Wolves,2.0,2021-05-19
1431,esports:match:cc1ace27-10e2-4db4-bfce-e95b1094f865,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-19 10:05:40+00:00,bestof,3,0,Sylyx,0.0,Alke,2.0,2021-05-19
1707,esports:match:38f35363-da6a-4f09-bcdc-a3489e7b1d4e,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-19 13:25:00+00:00,bestof,3,False,100PingGods,0.0,Ecstatic,2.0,2021-05-19
1785,esports:match:b81976a4-67c4-4bb5-92da-54e1db7e29b6,esports:tournament:00da6e2c-19c5-441b-b3f8-68bbef65c491,2021-05-19 14:35:00+00:00,bestof,3,False,Movistar Riders,0.0,Sinners Esports,2.0,2021-05-19
1784,esports:match:c4834016-32f9-4781-94ab-0e83eb470547,esports:tournament:00da6e2c-19c5-441b-b3f8-68bbef65c491,2021-05-19 12:00:00+00:00,bestof,3,0,Entropiq,0.0,Young Ninjas,2.0,2021-05-19
1805,esports:match:1b6b914e-31d4-4c60-b16a-ac273218ec44,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-19 11:00:00+00:00,bestof,3,0,1win,0.0,Akuma,2.0,2021-05-19
1809,esports:match:b80cb69d-2237-4ab9-80cc-756d02617454,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-19 17:25:00+00:00,bestof,3,False,Entropiq,0.0,Team Spirit,2.0,2021-05-19
1638,esports:match:c4974948-584e-4ec7-9424-28653238137f,esports:tournament:b076d089-8657-4d60-abf2-6d00e0c989a6,2021-05-19 01:35:00+00:00,bestof,3,0,Team oNe,1.0,O Plano,2.0,2021-05-19
1450,esports:match:0eb90e3b-3119-46d6-a09a-f4f61757d920,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-19 17:00:00+00:00,bestof,3,0,Team Blink,1.0,LDLC OL,2.0,2021-05-19
1434,esports:match:d4174102-db69-446e-9234-a32a9261733c,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-19 10:18:53+00:00,bestof,3,0,Hazard Esports,0.0,Vertex Esports Club,2.0,2021-05-19
1453,esports:match:e9da6269-f799-453f-a76b-4e43b33ef300,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-19 17:00:00+00:00,bestof,3,True,Izako Boars,0.0,Team Gamerlegion,2.0,2021-05-19
1454,esports:match:ccf4fea4-d8ae-4c6c-818f-b45326709485,esports:tournament:0e93a3e7-e09c-47bf-8618-f00dec3ad7da,2021-05-19 17:00:00+00:00,bestof,3,False,Nemiga Gaming,0.0,SAW,2.0,2021-05-19
1433,esports:match:d0600e53-b9b4-4ffa-9a7c-b81cfacb062e,esports:tournament:c317d9d5-4fc9-40d0-9a34-08a049537308,2021-05-19 10:00:00+00:00,bestof,3,0,Chiefs Esports Club,0.0,ORDER,2.0,2021-05-19
1768,esports:match:c8955050-d00e-4748-a2f2-65d5b350c8d8,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-20 08:00:00+00:00,bestof,3,0,Galaxy Racer Esports,0.0,Team Spirit Academy,2.0,2021-05-20
1568,esports:match:c3e4d6f7-bc1d-411a-8c5b-a575af45b848,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-20 16:00:00+00:00,bestof,3,0,Heroic,1.0,G2 Esports,2.0,2021-05-20
1571,esports:match:ba001efd-c84e-4f73-83b1-cc0044dfd1be,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-20 17:00:00+00:00,bestof,3,0,Nordavind,0.0,Heet,2.0,2021-05-20
1572,esports:match:b6c4d6a7-b256-4a71-a3f9-f103302050df,esports:tournament:a0da8965-ccc2-4663-81c1-4c4e5863d823,2021-05-20 18:00:00+00:00,bestof,3,0,777 Esports,0.0,Young Ninjas,2.0,2021-05-20
1575,esports:match:f14c2d86-a53d-46c2-ba9c-f91de9fdd2d6,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-20 20:00:00+00:00,bestof,3,0,FunPlus Phoenix,0.0,Ninjas in Pyjamas,2.0,2021-05-20
1562,esports:match:66d65dfb-c406-4791-ae8e-0d741f515b83,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-20 13:00:00+00:00,bestof,3,0,Ambush Esport,0.0,Galaxy Racer Esports,2.0,2021-05-20
1565,esports:match:42622855-15ab-40b3-83a3-d18f6bb764bd,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-20 14:05:00+00:00,bestof,3,False,Bankapepsi,0.0,Natus Vincere,2.0,2021-05-20
1576,esports:match:c8dee316-fe5e-4286-ad02-587c928b0f08,esports:tournament:d279f1c9-44cf-435b-9390-51b1f203ec8e,2021-05-20 21:30:00+00:00,bestof,3,0,Evil Geniuses,1.0,Pain Gaming,2.0,2021-05-20
1566,esports:match:ba448aac-a8d7-432d-818d-8d0c60e2994b,esports:tournament:a0da8965-ccc2-4663-81c1-4c4e5863d823,2021-05-20 15:00:00+00:00,bestof,3,0,Astralis,0.0,Ecstatic,2.0,2021-05-20
1570,esports:match:711fd765-eeeb-4f60-acca-bf729a43af1b,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-20 17:00:00+00:00,bestof,3,0,Trident Clan,0.0,Players,2.0,2021-05-20
1706,esports:match:e10dbf93-fdfb-4dce-972e-83cc1125bcd8,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-20 07:00:00+00:00,bestof,3,False,Gorillazzz,1.0,100PingGods,2.0,2021-05-20
1563,esports:match:8a8fe684-321a-4948-b449-cc8c8def2a9f,esports:tournament:00da6e2c-19c5-441b-b3f8-68bbef65c491,2021-05-20 14:00:00+00:00,bestof,3,0,forZe Esports,1.0,SAW,2.0,2021-05-20
1786,esports:match:43c2ad55-5182-4f18-a444-55bbb0342b5e,esports:tournament:00da6e2c-19c5-441b-b3f8-68bbef65c491,2021-05-20 11:00:00+00:00,bestof,3,0,Endpoint,0.0,SKADE,2.0,2021-05-20
8681,esports:match:bc5ff8f8-da03-4304-b63c-281e63dd77c3,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-20 10:10:00+00:00,bestof,3,False,NASR Esports,0.0,Ecstatic,2.0,2021-05-20
8680,esports:match:1869d585-2ca2-4322-8be5-37ecfb6d34fa,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-20 10:00:00+00:00,bestof,3,False,Kova Esports,0.0,Team Gamerlegion,2.0,2021-05-20
8671,esports:match:8d373aba-5647-487b-9b0b-b658cc79b22f,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-20 01:00:00+00:00,bestof,3,0,Cronem eSports,0.0,Party Astronauts,2.0,2021-05-20
1564,esports:match:fac6bc30-d665-4c47-bbaf-59c91b64b978,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-20 14:00:00+00:00,bestof,3,0,Natus Vincere Junior,0.0,Young Ninjas,2.0,2021-05-20
1477,esports:match:9081b6f5-d26b-4329-ad97-300e4cd3b142,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-20 01:00:00+00:00,bestof,3,0,Team oNe,0.0,Pain Gaming,2.0,2021-05-20
1774,esports:match:3cb3838d-889e-4fac-be60-5ed023659d3d,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-20 11:00:00+00:00,bestof,3,0,eClub Brugge,0.0,MAD Lions,2.0,2021-05-20
1483,esports:match:137ddfbf-539d-4a13-954b-1047fe3e94b2,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-20 01:00:00+00:00,bestof,3,0,GGPR Esports,0.0,ChocoCheck Gaming,2.0,2021-05-20
1482,esports:match:f61e4dd2-ef82-48ae-89f8-ca88d8054efc,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-20 01:00:00+00:00,bestof,3,0,CENSRD,0.0,RBG Esports,2.0,2021-05-20
1709,esports:match:15d514ed-5ef2-486d-a7db-da86db905f4d,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-20 07:00:00+00:00,bestof,3,0,Offset Esports,0.0,Izako Boars,2.0,2021-05-20
1479,esports:match:f695f2ac-69fd-4875-be19-fb18a988da1c,esports:tournament:f796bb68-37ae-4d05-ad29-d94b63af7fb9,2021-05-20 01:00:00+00:00,bestof,3,0,SapphireKelownaDotCom,0.0,Extra Salt,2.0,2021-05-20
1708,esports:match:70da8dc1-0547-4980-b172-dd2fd992f12c,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-21 13:40:00+00:00,bestof,3,False,Sangal Esports,0.0,Izako Boars,2.0,2021-05-21
1672,esports:match:892dfdde-43f0-4500-8ac9-842177349e95,esports:tournament:a0da8965-ccc2-4663-81c1-4c4e5863d823,2021-05-21 15:00:00+00:00,bestof,3,0,Natus Vincere Junior,0.0,Apeks,2.0,2021-05-21
1710,esports:match:b54a156e-b260-40d4-ab4d-4eb010894cf5,esports:tournament:3ea308a0-d7f0-4fe0-9f65-b7f468dba22a,2021-05-21 11:35:00+00:00,bestof,3,0,Galaxy Racer Esports,0.0,Kova Esports,2.0,2021-05-21
1671,esports:match:0426833c-d03f-4bb3-baba-06f3d26eec9f,esports:tournament:a0da8965-ccc2-4663-81c1-4c4e5863d823,2021-05-21 18:00:00+00:00,bestof,3,False,Kova Esports,1.0,Nordavind,2.0,2021-05-21
1553,esports:match:8b03cb56-4792-49d3-b2b4-61320457bfa6,esports:tournament:b23b907e-7cdf-4ee8-acb3-f51db3af9e05,2021-05-21 02:00:00+00:00,bestof,3,0,Extremum,0.0,Extra Salt,2.0,2021-05-21
1699,esports:match:99cfdfb3-385c-455f-b9f3-6f7c2bc65198,esports:tournament:d279f1c9-44cf-435b-9390-51b1f203ec8e,2021-05-21 21:30:00+00:00,bestof,3,0,FURIA Esports,0.0,O Plano,2.0,2021-05-21
1769,esports:match:8a8d97b1-fa0a-4c82-b962-846a7e56562b,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-21 08:00:00+00:00,bestof,3,False,Apeks,0.0,Heet,2.0,2021-05-21
1770,esports:match:a5f38a0b-1dae-49e0-a5ce-c9f7e77ed921,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-21 17:00:00+00:00,bestof,3,False,LDLC OL,0.0,Copenhagen Flames,2.0,2021-05-21
1583,esports:match:9627e4fb-6f91-494a-9974-1f5aa911ab64,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-21 16:00:00+00:00,bestof,3,0,FunPlus Phoenix,1.0,Team Vitality,2.0,2021-05-21
1772,esports:match:857a00c1-1077-496d-97a8-b57b68f14e0d,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-21 14:00:00+00:00,bestof,3,0,MAD Lions,1.0,Team Spirit Academy,2.0,2021-05-21
8704,esports:match:ea596be4-f350-45f3-b2b4-b8d696659fa7,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-21 11:00:00+00:00,bestof,3,0,K23,0.0,Akuma,2.0,2021-05-21
8710,esports:match:4e9d13d9-08c1-4d17-9942-2d0ae33193e1,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-21 14:00:00+00:00,bestof,3,0,Players,0.0,Natus Vincere,2.0,2021-05-21
8715,esports:match:96bc506b-2b82-4c46-a6d5-2fd260a18052,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-21 17:00:00+00:00,bestof,3,False,IN.GAME,1.0,Trident Clan,2.0,2021-05-21
8718,esports:match:2a18c902-288a-40f9-a085-0c92ea38fbb2,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-21 19:00:00+00:00,bestof,3,0,Complexity Gaming,0.0,Heroic,2.0,2021-05-21
1696,esports:match:85239c99-f13d-4c4b-8e44-b2efcf696dcb,esports:tournament:0dda9a16-bb96-4524-af27-20635463c876,2021-05-22 16:45:00+00:00,bestof,3,False,Game Agents,0.0,Grond,2.0,2021-05-22
1704,esports:match:fe112a99-b423-4f5f-bdeb-656623c55c86,esports:tournament:d279f1c9-44cf-435b-9390-51b1f203ec8e,2021-05-22 21:30:00+00:00,bestof,3,False,O Plano,0.0,Pain Gaming,2.0,2021-05-22
1789,esports:match:5d8c9cfb-4a47-4775-9672-971f387b65d2,esports:tournament:6a67c334-71f6-4554-9065-85bdb71739d9,2021-05-22 11:00:00+00:00,bestof,3,False,The Dice,0.0,Grond,2.0,2021-05-22
1598,esports:match:05db06c2-5cd7-46b9-8662-0d9dc2d3113b,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-22 19:00:00+00:00,bestof,3,False,Anonymo Esports,1.0,Heet,2.0,2021-05-22
1766,esports:match:78a0fe4a-3acd-4348-a281-fcd2e5813e64,esports:tournament:5501b581-0f76-46f9-88cc-4d0cf99900dd,2021-05-22 15:00:00+00:00,bestof,3,0,Young Ninjas,1.0,Copenhagen Flames,2.0,2021-05-22
8724,esports:match:0a92cc28-47e6-42f0-abfd-5b751f90c38e,esports:tournament:e961f10f-6578-41ef-bea4-d79380dfafc3,2021-05-22 11:00:00+00:00,bestof,3,0,1win,1.0,Marlian Esports,2.0,2021-05-22
8734,esports:match:ad9e1ead-8357-4d03-af78-73dccbdec5c0,esports:tournament:e41b0221-6d4d-4e6b-9e8c-300ac3f259db,2021-05-22 16:00:00+00:00,bestof,3,0,Sprout,1.0,Berlin International Gaming,2.0,2021-05-22
