,perid,tournament_perid,datetime,fmt,box,forfeit,loser,loser_score,winner,winner_score,date
3534,esports:match:4f09ff41-8434-497a-86e5-dd5d7f25338c,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-08 20:30:00+00:00,bestof,1,False,Gamefist,0.0,The Dice,1.0,2021-01-08
3532,esports:match:b130fcae-7b61-495f-a99d-22ce148bf3f6,esports:tournament:87989628-253f-44f1-be91-2fca84dbfea4,2021-01-08 20:00:00+00:00,bestof,3,False,Entropy Gaming,1.0,Plan B Esports,2.0,2021-01-08
3530,esports:match:5b38d893-4a87-4553-8738-a83f474a3ef1,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-08 19:00:00+00:00,bestof,1,False,Apologis Esport,0.0,Lowlandlions,1.0,2021-01-08
3528,esports:match:307b7266-41f9-44fd-ac39-7d00e7e1a58d,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-08 17:30:00+00:00,bestof,1,False,Exalty,0.0,Gamefist,1.0,2021-01-08
3527,esports:match:676911c8-b643-45a1-b433-cebd4c412632,esports:tournament:87989628-253f-44f1-be91-2fca84dbfea4,2021-01-08 17:00:00+00:00,bestof,3,False,Cowana Gaming,1.0,eSport Rhein-Neckar,2.0,2021-01-08
3525,esports:match:e69b6698-006f-46d3-9550-7d1b64ff5806,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-08 16:00:00+00:00,bestof,3,False,Maestro,0.0,Lowlandlions,1.0,2021-01-08
3524,esports:match:14b0a691-af30-4160-a141-d872026cbe27,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-08 14:30:00+00:00,bestof,1,False,Clutch Rayn Esport,0.0,The Dice,1.0,2021-01-08
3521,esports:match:4334555f-9079-4d0c-a62a-9d1ca7340ac4,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-08 13:00:00+00:00,bestof,1,False,Ubiteam,0.0,Apologis Esport,1.0,2021-01-08
3549,esports:match:1fd90514-00de-4047-93a9-87584cea3b0c,esports:tournament:87989628-253f-44f1-be91-2fca84dbfea4,2021-01-09 13:00:00+00:00,bestof,3,False,eSport Rhein-Neckar,0.0,Sparx Esports,2.0,2021-01-09
3544,esports:match:1ddf0bff-4ccf-4f30-ae36-0bc199a959de,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-09 10:10:00+00:00,bestof,3,False,Ubiteam,0.0,Maestro,2.0,2021-01-09
3550,esports:match:ebd8d4a3-a134-413d-acb4-a30ef9adbbb7,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-09 13:20:00+00:00,bestof,3,False,Exalty,0.0,Clutch Rayn Esport,2.0,2021-01-09
3555,esports:match:23214c25-6d05-4e19-b244-512f140f6b20,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-09 19:00:00+00:00,bestof,3,False,Gamefist,0.0,Clutch Rayn Esport,2.0,2021-01-09
3554,esports:match:848302cf-56df-4d89-8616-f42e2c1bc5b6,esports:tournament:87989628-253f-44f1-be91-2fca84dbfea4,2021-01-09 16:30:00+00:00,bestof,3,False,Sissi State Punks,1.0,Plan B Esports,2.0,2021-01-09
3552,esports:match:f9088ace-e596-4729-9dab-6a91712a0967,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-09 16:00:00+00:00,bestof,3,False,Maestro,0.0,Apologis Esport,2.0,2021-01-09
3575,esports:match:4d7318b7-e4fc-4058-92f5-26fbe39eb800,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-10 19:00:00+00:00,bestof,3,False,Apologis Esport,1.0,Lowlandlions,2.0,2021-01-10
3573,esports:match:24ad36ea-cb61-4787-946b-19e85bc87eae,esports:tournament:87989628-253f-44f1-be91-2fca84dbfea4,2021-01-10 15:30:00+00:00,bestof,3,False,eSport Rhein-Neckar,1.0,Sissi State Punks,2.0,2021-01-10
3572,esports:match:b10b88bc-d026-4be3-a08d-64f3e9eb8fc7,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-10 15:00:00+00:00,bestof,3,False,The Dice,1.0,Apologis Esport,2.0,2021-01-10
3570,esports:match:e1902ff4-cd60-4317-9af6-3d283a7ddab6,esports:tournament:de25cc57-b59e-4b0d-9771-aea5d46d145b,2021-01-10 12:10:00+00:00,bestof,3,False,Clutch Rayn Esport,0.0,Lowlandlions,2.0,2021-01-10
3581,esports:match:beb893b8-20c5-40ec-bd37-0d280dbf426a,esports:tournament:c393d045-3969-4b1a-8e2b-823608333b1c,2021-01-11 12:10:00+00:00,bestof,3,False,Nexus Gaming,1.0,Winstrike Team,2.0,2021-01-11
3583,esports:match:a8445f7e-27a3-43f4-b789-c953da00f796,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-11 14:15:00+00:00,bestof,3,False,Sissi State Punks,0.0,Sprout,2.0,2021-01-11
3584,esports:match:e4dd7f24-3e8a-4493-bdfd-544e30c6a435,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-11 17:00:00+00:00,bestof,3,False,Plan B Esports,0.0,Unicorns of Love,2.0,2021-01-11
3582,esports:match:722183c4-728c-4f2d-a822-72bbf6797d21,esports:tournament:c393d045-3969-4b1a-8e2b-823608333b1c,2021-01-11 12:10:00+00:00,0,0,False,Nexus Gaming,1.0,Winstrike Team,2.0,2021-01-11
3592,esports:match:abb388f3-adc6-4b8f-bcfb-0c3f70fd8467,esports:tournament:c393d045-3969-4b1a-8e2b-823608333b1c,2021-01-12 12:10:00+00:00,bestof,3,False,Ex-Ethereal,0.0,Hellraisers,2.0,2021-01-12
3593,esports:match:accf5b2d-d135-4534-a41c-ae5c8cbb5bb5,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-12 14:15:00+00:00,bestof,3,False,Sparx Esports,0.0,ALTERNATE aTTaX,2.0,2021-01-12
3594,esports:match:f942bdfa-2716-46c8-80bc-fb5fefc5d717,esports:tournament:c393d045-3969-4b1a-8e2b-823608333b1c,2021-01-12 15:30:00+00:00,bestof,3,False,Project X,0.0,Sinners Esports,2.0,2021-01-12
3978,esports:match:07953a8e-33e8-4421-8206-28400f51555f,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-12 20:00:00+00:00,bestof,3,False,Sissi State Punks,0.0,No Limit Gaming,2.0,2021-01-12
3974,esports:match:573d406b-e946-4aea-9698-709fe72768e7,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-13 20:00:00+00:00,bestof,3,False,Touch The Crown,0.0,Sprout,2.0,2021-01-13
3977,esports:match:1a136460-766b-4148-8527-8ca28b32721a,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-14 20:00:00+00:00,bestof,3,False,Sparx Esports,0.0,Touch The Crown,2.0,2021-01-14
3976,esports:match:3f4dbb21-0190-4f8a-b78f-cdb885d6af2a,esports:tournament:5d680c96-24ac-4b1d-be17-1ec5ecceafa6,2021-01-15 20:40:00+00:00,bestof,3,False,Touch The Crown,0.0,No Limit Gaming,2.0,2021-01-15
3682,esports:match:c745d24f-2e8a-449c-9c6a-e17c21e26210,esports:tournament:1b3b3820-401a-433d-bb8a-9750f1b3b724,2021-01-17 11:30:00+00:00,bestof,3,False,eSport Rhein-Neckar,0.0,Berlin International Gaming,2.0,2021-01-17
3677,esports:match:916f0fa4-4054-4995-b5a2-62672ff1e486,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-17 09:00:00+00:00,bestof,3,False,Natus Vincere Junior,0.0,Sinners Esports,2.0,2021-01-17
3687,esports:match:7e10a3f4-fc33-466d-ab24-45fc11fe2bd1,esports:tournament:1b3b3820-401a-433d-bb8a-9750f1b3b724,2021-01-17 17:30:00+00:00,bestof,3,False,Berlin International Gaming,1.0,Sprout,2.0,2021-01-17
3683,esports:match:953b7666-4ed7-4a89-b0bd-3ccff8e68eec,esports:tournament:1b3b3820-401a-433d-bb8a-9750f1b3b724,2021-01-17 14:30:00+00:00,bestof,3,False,ALTERNATE aTTaX,0.0,Sprout,2.0,2021-01-17
3733,esports:match:45cc4aad-dd23-4a2b-9c7e-12d0caa9f945,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-18 18:30:00+00:00,bestof,3,False,Project X,1.0,Trident Clan,2.0,2021-01-18
3712,esports:match:99a6bd35-ef16-4228-8e89-74ed497cd32e,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-18 11:35:00+00:00,bestof,3,False,Team Unique,0.0,Esports Club Kyiv,2.0,2021-01-18
3711,esports:match:7adce550-0d84-4aa4-b413-9dff44830355,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-18 11:35:00+00:00,bestof,3,False,VP.Prodigy,1.0,S-Gaming,2.0,2021-01-18
3704,esports:match:3aa01f78-b1dc-4ed1-8bfe-98259b34d002,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-18 08:00:00+00:00,bestof,3,False,VP.Prodigy,1.0,Team Unique,2.0,2021-01-18
3703,esports:match:90d13a77-ada4-4837-92af-1827ff5b5463,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-18 08:00:00+00:00,bestof,3,False,S-Gaming,0.0,Esports Club Kyiv,2.0,2021-01-18
3762,esports:match:91048c11-7289-4711-86a2-2ff40fba9261,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-19 12:00:00+00:00,bestof,3,False,Nexus Gaming,1.0,Ecstatic,2.0,2021-01-19
3760,esports:match:ec21877d-a7a1-444b-9e7a-5d5537d922d6,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 11:20:00+00:00,bestof,3,False,SJ Gaming,0.0,Lilmix,2.0,2021-01-19
3759,esports:match:5ababdcc-d6d4-4976-96d1-12d251ee0dc6,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 11:20:00+00:00,bestof,3,False,Kova Esports,1.0,Young Ninjas,2.0,2021-01-19
3750,esports:match:2e80f729-a132-4ab0-b79d-3e43983e050f,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 08:00:00+00:00,bestof,3,False,Kova Esports,0.0,Lilmix,2.0,2021-01-19
3766,esports:match:4abdb4b5-7150-4e57-9b34-361f7893b585,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 14:15:00+00:00,bestof,3,False,Pompa Team,1.0,HONORIS,2.0,2021-01-19
3767,esports:match:296a5c4d-30a3-4401-bf2d-a8dd56bce309,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-19 15:15:00+00:00,bestof,3,False,Vexed Gaming,0.0,Project X,2.0,2021-01-19
3764,esports:match:592183ad-ca6a-4484-919d-bc6c5f364d10,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 14:00:00+00:00,bestof,3,False,AGO,1.0,Izako Boars,2.0,2021-01-19
3749,esports:match:81626e7a-b56e-4209-aa9a-edc0e09885dd,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 08:00:00+00:00,bestof,3,False,Young Ninjas,1.0,SJ Gaming,2.0,2021-01-19
3769,esports:match:149ff0c7-d43d-4dcf-abc9-09ece4ff7bdb,esports:tournament:e2a25a8f-b2a8-4d69-96bc-458058817fbb,2021-01-19 16:30:00+00:00,bestof,3,False,LDLC OL,1.0,Endpoint,2.0,2021-01-19
3778,esports:match:919cf4e2-08e1-4593-81af-4945275904b8,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 17:50:00+00:00,bestof,3,False,HONORIS,1.0,Izako Boars,2.0,2021-01-19
3779,esports:match:d3cdd7cb-8d0d-4515-a469-12a7a02909b6,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-19 17:50:00+00:00,bestof,3,False,AGO,0.0,Pompa Team,2.0,2021-01-19
3786,esports:match:6583dff8-03dd-4270-8b38-947ad0c81d7b,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-19 18:10:00+00:00,bestof,3,False,Sinners Esports,1.0,Invictus Gaming International,2.0,2021-01-19
3768,esports:match:3db3276d-3703-48f0-a8a3-df8e43e05b8b,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-19 15:30:00+00:00,bestof,3,False,Evil Geniuses,1.0,Astralis,2.0,2021-01-19
3633,esports:match:5d314afe-9db8-482d-953c-8cf0aa5024f8,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-19 09:00:00+00:00,0,0,False,Sangal Esports,0.0,Team Gamerlegion,2.0,2021-01-19
3771,esports:match:91a83de9-ab31-4a1b-adf6-5e0ea3ff7e54,esports:tournament:e2a25a8f-b2a8-4d69-96bc-458058817fbb,2021-01-19 16:30:00+00:00,bestof,3,False,Sprout,1.0,Movistar Riders,2.0,2021-01-19
3804,esports:match:4b9bfa22-2d0c-4ef1-876e-43e7a848174d,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 08:00:00+00:00,bestof,3,False,Vexed Gaming,1.0,Sinners Esports,2.0,2021-01-20
3805,esports:match:dcb1e034-f041-4595-b339-21b3df21a460,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 11:50:00+00:00,bestof,3,False,Vexed Gaming,0.0,The Dice,2.0,2021-01-20
3825,esports:match:84485e0c-6f7d-4c8e-bc29-4ae9dfb57ec6,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-20 11:10:00+00:00,bestof,3,False,Team Unique,1.0,Hellraisers,2.0,2021-01-20
3829,esports:match:2c4d2491-5189-447b-8503-576637e92b54,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 14:00:00+00:00,bestof,3,False,VELOX,1.0,Exploit Esports,2.0,2021-01-20
3831,esports:match:52def2cc-5cf6-4509-a2d4-c3b16dbb38e7,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 14:15:00+00:00,bestof,3,False,For The Win Esports,0.0,Offset Esports,2.0,2021-01-20
3837,esports:match:1c629020-e583-4359-aa35-e9ed8341aeb3,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 17:20:00+00:00,bestof,3,False,Offset Esports,0.0,Exploit Esports,2.0,2021-01-20
3838,esports:match:e6fd615b-0269-4e28-b375-ce7b47122e40,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 17:20:00+00:00,bestof,3,False,For The Win Esports,0.0,VELOX,2.0,2021-01-20
3806,esports:match:f211e8b8-89e4-4e28-a937-a513cc007b2b,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-20 08:00:00+00:00,bestof,3,False,The Dice,1.0,Team Gamerlegion,2.0,2021-01-20
3816,esports:match:46c1f696-0af6-4d14-86bb-38da6c8f4ee5,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-20 07:30:00+00:00,bestof,3,False,VP.Prodigy,1.0,Cult Esports,2.0,2021-01-20
3632,esports:match:1611291d-6d87-4079-aff9-68242386c101,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-20 13:30:00+00:00,0,0,False,Case Esports,0.0,Budapest Five,2.0,2021-01-20
3634,esports:match:bb817f21-00d7-4282-97b0-1cfdc570a24b,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-20 14:55:00+00:00,0,0,False,Natus Vincere Junior,0.0,Team Liquid,2.0,2021-01-20
3639,esports:match:77cb784d-42d2-4d96-828a-a05e97daf48e,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-20 17:45:00+00:00,0,0,False,FURIA Esports,1.0,Evil Geniuses,2.0,2021-01-20
3631,esports:match:be61bd83-62c1-4709-acad-95c3edce3869,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-20 12:30:00+00:00,0,0,False,Complexity Gaming,0.0,Team Vitality,2.0,2021-01-20
3881,esports:match:d22fbd0f-f7f0-4519-9701-c9e0afc6bb48,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-21 08:00:00+00:00,bestof,3,False,FATE Esports,0.0,Sangal Esports,2.0,2021-01-21
3890,esports:match:89dd6a5f-9189-4e43-8481-6c3c8d28de86,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-21 14:00:00+00:00,bestof,3,False,AGF Esport,0.0,Ecstatic,2.0,2021-01-21
3891,esports:match:309f3f7f-d45f-4da7-9d63-834e263e3725,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-21 14:30:00+00:00,bestof,3,False,Astralis,0.0,Tricked eSport,2.0,2021-01-21
3897,esports:match:de12c979-5628-49b9-ba36-2c4eb8fbe29a,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-21 17:00:00+00:00,bestof,3,False,AGF Esport,0.0,Astralis,2.0,2021-01-21
3898,esports:match:843baa3d-3d77-4b87-bd9c-23b1efee2fb4,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-21 17:00:00+00:00,bestof,3,False,Ecstatic,1.0,Tricked eSport,2.0,2021-01-21
3927,esports:match:9128bef4-1593-47b5-9fd4-2246eca1caca,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-21 21:20:00+00:00,bestof,3,False,Team Liquid,0.0,Team Vitality,2.0,2021-01-21
3882,esports:match:c4264fcb-630e-467e-8e1f-1ec446f7952e,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-21 08:00:00+00:00,bestof,3,False,4Glory,1.0,SKADE,2.0,2021-01-21
3901,esports:match:904fd810-e669-4cf4-864b-a9f88f277ae3,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-21 17:00:00+00:00,bestof,3,False,G2 Esports,1.0,Astralis,2.0,2021-01-21
3888,esports:match:f272d381-ab2f-4e3d-a244-3db25ba69cbf,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-21 12:30:00+00:00,bestof,3,False,Complexity Gaming,1.0,Natus Vincere Junior,2.0,2021-01-21
3935,esports:match:c4455a88-2bc6-49bc-90d2-55aa529b7497,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 08:00:00+00:00,bestof,3,False,Team Unique,1.0,S-Gaming,2.0,2021-01-22
3936,esports:match:545c4fb5-4f05-42e9-8c3b-c98f248bafc9,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 08:00:00+00:00,bestof,3,False,Project X,1.0,Winstrike Team,2.0,2021-01-22
3941,esports:match:f64c900e-45b5-47e9-9b95-ff24418a97d7,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 11:00:00+00:00,bestof,3,False,Pompa Team,1.0,HONORIS,2.0,2021-01-22
3945,esports:match:aeb728bb-b3be-45d8-b127-d5057d50752e,esports:tournament:a5407d04-b880-4727-954f-82a3a1f7b126,2021-01-22 13:00:00+00:00,bestof,3,False,Anonymo Esports,0.0,forZe Esports,2.0,2021-01-22
3946,esports:match:a1686a35-11dc-42f5-bb9c-2a732ffcc671,esports:tournament:a5407d04-b880-4727-954f-82a3a1f7b126,2021-01-22 13:00:00+00:00,bestof,3,False,Styldunow,1.0,Hellraisers,2.0,2021-01-22
3962,esports:match:264db778-0082-4c05-ad3a-d89115c6d909,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-22 18:40:00+00:00,bestof,3,False,G2 Esports,0.0,Natus Vincere Junior,2.0,2021-01-22
3635,esports:match:8c7b4795-c2ff-4522-9c12-e752bbd82d96,esports:tournament:0c6d6275-cc7e-439a-9652-fbcd1f3098f3,2021-01-22 22:00:00+00:00,0,0,False,High Coast Esports,0.0,Pain Gaming,2.0,2021-01-22
3956,esports:match:afe91911-d0fd-4d10-98c2-9cbe8cd18317,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 17:00:00+00:00,bestof,3,False,Astralis,0.0,Ecstatic,2.0,2021-01-22
3957,esports:match:59547569-78cf-4fcf-a0e8-fca9db8a63ee,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 17:00:00+00:00,bestof,3,False,SKADE,1.0,4Glory,2.0,2021-01-22
3960,esports:match:9bcad748-176f-4f52-92ed-8238f9b12851,esports:tournament:a5407d04-b880-4727-954f-82a3a1f7b126,2021-01-22 18:00:00+00:00,bestof,3,False,Anonymo Esports,1.0,Styldunow,2.0,2021-01-22
3961,esports:match:3f8c82a3-2eb9-431d-b19d-1ee3ec0bfa2e,esports:tournament:a5407d04-b880-4727-954f-82a3a1f7b126,2021-01-22 18:00:00+00:00,bestof,3,False,Hellraisers,0.0,forZe Esports,2.0,2021-01-22
3667,esports:match:fd70f90e-b847-40df-b1fb-7a8496d7daf4,esports:tournament:0c6d6275-cc7e-439a-9652-fbcd1f3098f3,2021-01-22 22:00:00+00:00,bestof,3,False,Bad News Bears,0.0,Extra Salt,2.0,2021-01-22
3808,esports:match:e3ccec59-5bb3-410e-a7dc-635be76637cf,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-22 15:30:00+00:00,bestof,3,False,Evil Geniuses,0.0,Team Liquid,2.0,2021-01-22
3948,esports:match:fedfa7cc-01b7-4339-a0f2-0fd45967445d,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 14:05:00+00:00,bestof,3,False,SJ Gaming,1.0,Young Ninjas,2.0,2021-01-22
3950,esports:match:488f256a-c765-49aa-ace7-fb798162b71c,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-22 15:00:00+00:00,bestof,3,False,VELOX,0.0,Offset Esports,2.0,2021-01-22
3991,esports:match:e5673432-5055-4dd8-8690-9d031fdebdba,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-23 12:00:00+00:00,bestof,3,False,VP.Prodigy,1.0,Case Esports,2.0,2021-01-23
3994,esports:match:47012b70-5a74-403f-b9b3-275d2f6e965a,esports:tournament:a5407d04-b880-4727-954f-82a3a1f7b126,2021-01-23 13:00:00+00:00,bestof,3,False,Styldunow,1.0,Hellraisers,2.0,2021-01-23
4000,esports:match:df4f65b0-210f-49e5-b6f1-7cb5638a2a45,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-23 15:10:00+00:00,bestof,3,False,Invictus Gaming International,0.0,Ecstatic,2.0,2021-01-23
3666,esports:match:7a4e310c-ff1f-475e-937f-58de137674c8,esports:tournament:0c6d6275-cc7e-439a-9652-fbcd1f3098f3,2021-01-23 02:00:00+00:00,bestof,3,False,Bad News Bears,1.0,High Coast Esports,2.0,2021-01-23
3637,esports:match:287c34e1-ce98-4071-b659-d858584cf6bf,esports:tournament:0c6d6275-cc7e-439a-9652-fbcd1f3098f3,2021-01-23 22:00:00+00:00,0,0,False,High Coast Esports,0.0,Pain Gaming,2.0,2021-01-23
3810,esports:match:57514ebf-747d-444c-b1a4-db341a779fd1,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-23 15:30:00+00:00,bestof,3,False,Team Vitality,1.0,Astralis,2.0,2021-01-23
3809,esports:match:2a12e047-4d64-4b54-ad20-a17643c8600f,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-23 19:15:00+00:00,bestof,3,False,Team Liquid,0.0,Natus Vincere Junior,2.0,2021-01-23
3636,esports:match:dd83fedd-e93b-44b9-8c47-f266e48c6a33,esports:tournament:0c6d6275-cc7e-439a-9652-fbcd1f3098f3,2021-01-23 02:00:00+00:00,0,0,False,Pain Gaming,1.0,Extra Salt,2.0,2021-01-23
4046,esports:match:13a9912f-fc8c-488c-aca4-d5cf69f43ccf,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-24 15:30:00+00:00,bestof,3,False,Team Vitality,1.0,Natus Vincere Junior,2.0,2021-01-24
4045,esports:match:5e882e28-bf77-491a-9d34-29562945f67e,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-24 15:10:00+00:00,bestof,3,False,Young Ninjas,1.0,Sangal Esports,2.0,2021-01-24
4036,esports:match:e17c66df-05bc-445c-b543-4cdcfb0474a8,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-24 12:00:00+00:00,bestof,3,False,Nexus Gaming,0.0,Hellraisers,2.0,2021-01-24
4028,esports:match:3428770a-f7ab-4057-b08d-90f63d801d94,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-24 09:00:00+00:00,bestof,3,False,Budapest Five,0.0,Cult Esports,2.0,2021-01-24
3665,esports:match:6401263a-6597-49cd-8dc8-e23ecdf53f98,esports:tournament:bd9dd49c-effe-49e8-9d1d-c0e31a5bf6a8,2021-01-24 12:50:00+00:00,bestof,3,False,Wizards,0.0,X6Tence,2.0,2021-01-24
3640,esports:match:3cc065c6-9b16-4335-9e29-5aa4ef48c292,esports:tournament:4ba9b11d-84a6-4b9f-a11d-ad20a748d9ef,2021-01-24 20:30:00+00:00,0,0,False,Astralis,0.0,Natus Vincere Junior,2.0,2021-01-24
4056,esports:match:ad5bdf75-7343-4602-a4f8-4567a30b8f59,esports:tournament:b16760a2-9699-4c3b-8b5c-75f7820bcb75,2021-01-24 18:50:00+00:00,bestof,3,False,Vexed Gaming,0.0,Sinners Esports,2.0,2021-01-24
3638,esports:match:215f5532-7480-4fb0-8503-6868834c13d0,esports:tournament:bd9dd49c-effe-49e8-9d1d-c0e31a5bf6a8,2021-01-24 15:00:00+00:00,0,0,False,X6Tence,1.0,Movistar Riders,2.0,2021-01-24
3664,esports:match:97fe39e1-bfa8-4498-9f14-41f02fd2e8d7,esports:tournament:bd9dd49c-effe-49e8-9d1d-c0e31a5bf6a8,2021-01-24 11:00:00+00:00,bestof,3,False,Team Queso,0.0,Movistar Riders,2.0,2021-01-24
4106,esports:match:cf16c05e-3d64-44a8-a4c9-f33e82284db4,esports:tournament:26561c7b-0d2c-4ef1-988a-a8e7d606d40f,2021-01-25 20:00:00+00:00,bestof,3,False,Cloud9,1.0,FURIA Esports,2.0,2021-01-25
3610,esports:match:6ae670b0-1d4c-432f-9c6b-9bdb35efa75d,esports:tournament:26561c7b-0d2c-4ef1-988a-a8e7d606d40f,2021-01-25 16:30:00+00:00,bestof,3,False,MIBR,0.0,Heroic,2.0,2021-01-25
3603,esports:match:b6ccacb0-5220-4041-9cee-de1e5dadbabd,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-25 11:25:00+00:00,bestof,3,False,Exploit Esports,0.0,Lilmix,2.0,2021-01-25
4086,esports:match:48d8e31b-1559-42c0-88f6-548fb23de804,esports:tournament:817b2c21-f194-4b04-bc08-549538005a8e,2021-01-25 17:00:00+00:00,bestof,3,False,Offset Esports,0.0,Winstrike Team,2.0,2021-01-25
4087,esports:match:a459e21c-66ff-494c-a957-0eb3b89fc411,esports:tournament:26561c7b-0d2c-4ef1-988a-a8e7d606d40f,2021-01-25 17:00:00+00:00,bestof,3,False,Faze Clan,0.0,MOUZ,2.0,2021-01-25
